month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance
7,5,12,293,291,1610,679.0
4,7,4,20,97,600,594.0
11,7,3,86,242,1615,857.0
8,3,11,97,21,2130,296.0
12,5,11,291,234,1955,956.0
9,4,4,20,168,2206,270.0
1,5,11,284,180,634,89.0
3,5,4,312,302,1159,1156.0
3,6,4,55,97,1236,409.0
4,1,13,281,147,735,1313.0
11,4,13,204,310,1230,1035.0
3,1,4,86,97,1255,405.0
6,7,13,302,147,1555,1214.0
5,6,13,281,229,1130,446.0
7,2,1,235,212,501,1197.0
6,2,13,204,279,1435,1105.0
7,2,3,201,86,1832,759.0
10,4,1,306,22,1217,1209.0
3,2,11,181,299,915,308.0
2,7,11,293,261,2005,421.0
2,1,4,291,180,1759,954.0
8,7,13,246,178,1820,255.0
11,2,5,246,89,2008,602.0
1,4,9,116,245,1800,992.0
7,1,5,306,89,1405,846.0
5,6,13,179,246,2030,255.0
9,4,12,89,246,1940,602.0
2,5,6,179,120,800,1104.0
1,4,3,43,63,1109,818.0
1,7,1,69,245,1619,449.0
11,4,13,299,306,1050,342.0
1,6,4,20,268,1410,356.0
11,7,10,251,86,1943,204.0
2,6,4,128,20,1717,300.0
3,6,13,337,84,1240,630.0
5,4,13,201,22,1440,994.0
2,6,11,70,235,1345,296.0
9,7,3,170,53,1755,301.0
10,4,2,291,282,2345,1774.0
11,1,10,86,20,1356,547.0
8,2,12,221,235,630,108.0
10,7,4,20,279,2055,515.0
2,4,11,299,180,700,308.0
3,3,2,22,281,830,1164.0
9,1,5,69,90,1420,936.0
8,5,8,90,36,1954,977.0
6,2,12,108,306,741,2434.0
8,6,3,301,169,700,1598.0
6,2,1,170,246,1259,2153.0
7,6,11,112,243,1532,626.0
4,1,13,55,268,1705,255.0
1,2,1,90,291,1856,1660.0
4,1,12,89,323,1748,1506.0
12,1,12,89,243,1155,991.0
2,7,1,90,189,710,1389.0
6,3,1,246,125,2026,1020.0
1,6,12,89,323,1340,1506.0
5,1,4,283,20,651,214.0
11,6,4,268,97,1257,501.0
5,5,4,97,134,2320,120.0
4,5,7,146,165,920,216.0
9,5,13,312,178,800,1371.0
9,6,2,235,291,1318,1721.0
5,5,12,86,235,1905,612.0
8,6,12,157,281,1835,1303.0
10,2,12,323,235,1645,1012.0
9,2,13,89,41,1525,1014.0
9,5,5,181,246,1334,370.0
9,5,1,69,27,1104,644.0
9,5,12,157,206,730,316.0
9,5,13,282,180,1200,1211.0
8,6,1,235,96,2105,299.0
11,6,11,90,95,1044,674.0
2,1,8,75,235,1533,315.0
11,1,13,54,178,1955,223.0
6,7,5,201,80,1419,757.0
4,2,13,246,178,1535,255.0
1,6,13,84,327,1705,824.0
12,2,13,179,84,905,1067.0
8,5,4,281,20,1356,1892.0
8,5,1,69,199,935,808.0
8,7,11,235,135,1355,589.0
10,7,1,302,90,1559,989.0
2,2,12,89,80,1020,1069.0
2,6,13,84,279,910,1005.0
6,7,12,89,293,1728,967.0
7,3,13,204,41,1715,395.0
12,5,4,190,20,1600,762.0
10,6,4,89,169,1244,1626.0
1,2,11,302,246,820,507.0
3,5,8,90,156,1910,224.0
10,4,1,170,90,1430,1391.0
10,1,11,340,235,1410,522.0
8,4,10,337,69,1759,460.0
4,2,3,170,200,1450,944.0
9,2,12,190,156,1355,1416.0
10,3,8,193,86,603,888.0
4,7,12,54,293,1853,326.0
7,1,4,128,20,1737,300.0
11,6,13,179,293,1215,414.0
9,1,13,148,290,1155,803.0
3,7,1,235,301,826,2072.0
11,5,4,291,302,530,689.0
1,6,1,206,69,700,511.0
6,4,13,231,89,630,495.0
2,7,1,22,90,1230,190.0
7,7,4,190,323,700,1010.0
1,6,13,84,192,935,296.0
2,5,11,302,250,1130,150.0
5,7,5,86,89,700,1476.0
4,7,13,306,229,1005,371.0
2,1,9,223,178,2240,1299.0
6,6,11,193,235,1515,552.0
9,1,13,148,89,1920,883.0
10,3,2,200,291,1453,1489.0
7,1,1,53,69,1355,546.0
8,5,4,129,20,621,352.0
6,3,14,108,97,2100,488.0
3,2,11,126,90,1424,140.0
3,3,1,41,90,600,631.0
1,2,13,84,41,1705,623.0
5,4,13,84,323,1940,917.0
10,2,11,89,76,1330,230.0
12,4,5,325,242,600,985.0
7,5,2,291,154,936,2306.0
12,6,12,108,22,930,1504.0
7,4,13,293,281,1615,447.0
8,7,11,111,235,1327,557.0
8,1,4,223,257,2155,1254.0
2,4,3,201,109,600,937.0
9,4,6,263,147,700,1181.0
7,3,4,332,20,1700,152.0
2,1,6,244,58,1642,965.0
5,2,9,54,229,1103,325.0
2,5,4,43,212,840,1258.0
12,6,4,242,189,1559,1035.0
1,7,13,293,180,1115,337.0
11,2,14,70,235,1605,296.0
3,3,9,157,189,725,1416.0
5,2,8,235,63,904,760.0
6,6,12,235,200,745,1005.0
9,2,1,90,246,1405,868.0
10,1,1,337,69,1247,460.0
1,5,4,181,43,1340,2611.0
6,4,12,190,235,1530,733.0
10,1,14,69,43,1047,728.0
11,1,4,223,20,1259,907.0
6,1,1,90,268,1100,1061.0
12,3,4,20,189,1030,762.0
6,4,11,295,246,625,262.0
1,1,13,56,178,715,701.0
7,5,12,181,323,850,2158.0
11,6,1,179,86,1253,2089.0
10,1,3,86,117,948,899.0
12,4,9,299,180,1204,308.0
9,2,10,236,86,1859,142.0
1,4,5,179,281,1537,258.0
4,3,2,291,17,1540,1448.0
11,4,12,155,89,1005,1452.0
5,6,4,97,117,1244,1127.0
2,3,8,90,197,1835,309.0
2,5,1,245,43,945,280.0
8,6,10,245,211,1939,289.0
8,2,1,224,212,753,675.0
10,4,4,223,89,1225,680.0
3,3,13,41,86,1015,562.0
8,1,7,192,145,1303,102.0
5,4,13,55,212,620,946.0
11,7,12,157,41,1640,657.0
11,6,1,304,246,1258,647.0
12,5,11,291,304,1955,605.0
11,5,14,43,41,1810,942.0
7,1,12,302,109,1131,1969.0
5,1,12,235,14,1835,723.0
8,1,4,20,86,1534,547.0
6,4,12,155,178,1730,2065.0
11,5,13,20,312,1205,484.0
3,1,1,90,268,705,1061.0
7,5,13,89,312,1155,770.0
10,3,4,190,156,1857,1416.0
2,7,3,170,43,1506,187.0
6,3,13,327,180,1535,451.0
9,5,12,192,293,1250,2447.0
9,4,8,90,149,2105,461.0
3,2,4,268,43,1700,612.0
2,5,13,20,224,1055,425.0
8,3,8,99,90,655,685.0
11,7,4,193,20,740,453.0
5,6,4,20,246,2025,1587.0
9,5,4,268,180,735,2239.0
4,6,12,157,253,2002,489.0
11,1,2,291,41,1745,1978.0
3,2,12,108,246,635,2133.0
3,6,12,108,320,2155,195.0
9,5,4,181,20,1700,1947.0
8,5,13,89,299,1310,948.0
6,2,13,55,281,1250,2295.0
11,7,10,134,69,1625,83.0
8,5,13,223,199,1205,393.0
4,1,1,96,90,500,624.0
4,7,13,243,299,635,569.0
12,7,12,235,43,920,867.0
9,1,1,86,69,1150,331.0
7,7,4,20,109,1259,746.0
3,4,13,293,178,1155,414.0
10,4,1,179,69,605,1916.0
4,5,4,89,20,1215,1199.0
8,5,13,246,178,1610,255.0
10,3,12,116,89,1543,1703.0
1,5,4,179,180,600,236.0
1,2,1,69,236,1830,290.0
4,1,1,282,90,1840,247.0
10,3,4,167,20,759,1572.0
12,5,12,108,235,1525,719.0
5,4,13,268,203,730,632.0
5,2,13,213,89,1410,896.0
7,5,13,229,203,1220,1844.0
2,4,13,200,200,1850,1072.0
3,3,14,41,169,1100,765.0
9,2,11,246,343,1539,160.0
4,2,11,181,304,1310,373.0
10,1,3,179,43,1551,2381.0
3,4,3,27,200,1506,1050.0
1,7,13,229,84,1525,1468.0
3,1,4,20,157,2145,782.0
1,4,13,148,55,615,1246.0
3,3,1,242,69,1148,590.0
12,1,12,89,154,1330,1452.0
12,4,2,291,180,1858,954.0
4,1,2,230,291,2149,2640.0
2,6,1,212,180,2100,2342.0
10,4,12,235,200,1750,1005.0
2,4,10,245,41,849,675.0
10,2,0,20,332,1944,152.0
12,7,2,291,43,634,2496.0
6,5,1,190,69,1452,544.0
8,3,1,212,314,1310,1107.0
6,6,1,223,235,535,334.0
2,2,9,20,117,930,581.0
12,3,1,212,43,830,1258.0
3,6,1,200,90,522,460.0
5,2,9,213,178,1634,1524.0
5,3,11,19,89,1817,125.0
4,5,14,290,235,640,286.0
5,6,14,108,97,832,488.0
4,2,4,20,63,1535,259.0
7,3,5,268,301,1532,1433.0
10,4,1,133,69,612,583.0
6,2,13,282,41,1625,822.0
5,3,12,41,235,1255,409.0
2,1,4,170,117,2005,1069.0
2,4,12,181,200,2245,2218.0
2,2,13,2,84,1100,580.0
8,7,13,251,84,1525,1060.0
2,2,12,67,279,1202,1025.0
6,1,5,55,203,1909,611.0
3,5,14,155,67,1245,288.0
9,4,4,97,199,1215,629.0
9,1,11,89,74,955,73.0
5,3,13,234,89,1415,819.0
4,5,12,108,156,1737,1400.0
4,6,1,320,69,600,603.0
3,5,9,97,279,649,1084.0
7,2,8,90,181,2246,282.0
12,5,1,43,245,1756,280.0
3,5,1,246,234,1729,325.0
10,5,5,246,302,1436,507.0
6,1,13,55,89,1010,1491.0
4,1,11,302,106,2259,618.0
8,7,8,90,210,2152,431.0
7,5,5,43,268,941,612.0
8,1,13,211,203,1820,838.0
1,4,4,245,20,1305,666.0
6,1,4,108,20,600,746.0
9,3,4,291,223,835,1399.0
4,4,2,124,291,1732,224.0
9,1,13,299,178,1500,386.0
4,1,13,97,55,1355,409.0
6,7,13,55,89,1100,1491.0
1,2,4,235,302,1740,1250.0
9,4,4,181,20,1120,1947.0
12,6,12,100,235,1300,1007.0
4,5,12,89,281,745,853.0
12,7,13,246,251,1500,1814.0
10,5,5,204,89,605,895.0
3,3,1,290,69,1812,335.0
12,3,10,69,214,1103,490.0
1,2,1,190,43,759,184.0
3,5,4,235,223,1910,334.0
8,4,11,293,180,1255,337.0
4,7,14,268,169,1939,427.0
5,1,12,246,89,1646,602.0
2,1,12,108,180,1000,2454.0
6,3,9,201,70,1412,802.0
6,6,4,170,212,1959,1089.0
1,1,1,246,70,958,1670.0
8,7,12,97,156,840,1075.0
2,4,11,157,19,1630,913.0
5,6,4,20,200,1025,404.0
10,1,11,112,281,603,314.0
11,4,10,90,167,720,408.0
1,6,13,84,147,1945,239.0
5,3,4,41,223,600,695.0
12,3,11,234,293,1828,363.0
4,2,12,181,178,2042,236.0
9,3,11,246,280,1233,370.0
12,7,4,20,167,2249,341.0
5,3,1,55,69,2016,361.0
4,7,1,157,69,947,912.0
4,5,8,212,80,2125,948.0
7,2,4,97,41,1235,456.0
8,7,6,332,117,630,709.0
9,2,13,41,200,1820,616.0
10,7,13,97,312,1850,440.0
2,4,1,69,109,1704,529.0
5,6,10,321,69,2003,386.0
2,7,9,201,67,628,895.0
2,4,9,179,229,1314,407.0
4,4,11,231,89,607,495.0
1,7,13,323,251,1950,873.0
3,1,13,312,245,2015,814.0
3,7,11,327,246,700,110.0
8,6,3,301,169,2159,1598.0
10,7,2,17,178,2349,2304.0
11,7,8,90,100,1935,685.0
8,7,8,90,104,705,551.0
4,5,13,312,84,555,546.0
4,4,0,297,20,1859,551.0
3,2,14,155,63,1300,441.0
8,4,1,246,268,1605,1891.0
7,2,13,246,161,1920,1488.0
9,2,13,204,279,845,1105.0
9,3,13,84,312,1945,546.0
4,7,1,246,306,725,338.0
1,7,13,299,178,1045,386.0
2,5,12,302,109,1247,1969.0
5,1,12,323,89,1623,1506.0
6,1,12,89,299,1935,948.0
4,7,14,283,109,1415,708.0
6,1,5,323,163,740,1034.0
1,1,12,89,299,1325,948.0
5,4,9,201,189,500,950.0
4,6,14,108,52,1159,266.0
1,5,1,302,90,530,989.0
9,2,12,135,156,710,837.0
2,3,1,207,90,1250,469.0
5,2,1,206,90,1603,431.0
11,6,10,69,167,2240,562.0
9,4,0,53,97,900,241.0
4,6,8,64,235,1848,196.0
9,5,12,190,156,1355,1416.0
4,7,9,108,69,951,529.0
10,6,13,293,246,1450,651.0
9,7,1,90,242,1006,1102.0
8,1,11,340,235,1400,522.0
12,6,4,20,253,1806,271.0
3,7,13,89,224,2125,1062.0
7,6,4,84,20,1838,721.0
2,1,13,89,199,620,533.0
11,6,6,116,340,1624,1092.0
4,4,11,286,293,1555,190.0
12,6,4,20,84,1623,721.0
3,6,10,227,245,1823,473.0
11,6,12,67,156,1405,1091.0
2,7,8,340,235,1747,522.0
9,4,12,293,235,830,1846.0
8,4,12,108,310,1859,1034.0
2,7,8,268,86,1046,227.0
1,1,4,97,279,1035,1084.0
2,7,4,97,235,830,235.0
2,6,1,314,235,1616,2116.0
12,7,4,181,86,809,2311.0
6,7,13,97,312,635,440.0
7,3,1,170,69,1757,541.0
9,6,11,302,295,930,272.0
5,7,12,41,89,1025,1014.0
7,5,0,165,169,545,189.0
11,1,4,201,189,1938,950.0
6,3,1,181,235,620,1744.0
12,7,6,292,192,1248,765.0
7,4,1,42,90,1544,1272.0
2,4,13,89,178,905,628.0
6,3,10,80,245,803,507.0
6,2,11,42,291,730,399.0
10,4,1,293,246,920,651.0
7,1,0,20,40,2157,533.0
3,5,10,332,86,718,437.0
6,6,4,20,180,2050,1947.0
10,2,4,135,20,1839,153.0
4,1,4,20,148,1913,780.0
6,4,7,146,191,1600,102.0
10,5,14,80,189,750,585.0
8,2,13,293,281,735,447.0
9,7,4,20,69,1809,226.0
3,3,12,279,154,1330,891.0
4,5,3,43,235,810,867.0
10,2,1,212,245,956,1013.0
11,6,13,224,117,825,674.0
8,6,12,293,89,1400,967.0
10,3,1,69,89,928,1337.0
1,2,4,223,279,1310,1416.0
7,6,10,69,290,910,335.0
6,3,1,90,246,705,868.0
3,6,4,17,291,1350,1448.0
6,5,9,55,299,810,2439.0
2,7,13,204,70,905,283.0
8,5,13,89,253,1045,1179.0
4,4,4,108,20,1750,746.0
12,5,1,64,90,1925,685.0
9,3,3,301,169,501,1598.0
7,4,6,206,178,1259,1416.0
4,5,1,69,224,1115,651.0
5,5,3,170,301,2001,1598.0
2,1,13,89,117,1510,1703.0
11,6,11,204,97,1330,228.0
1,5,6,244,118,1530,1111.0
11,4,12,181,154,956,2288.0
9,4,4,116,20,1110,581.0
5,1,13,148,84,2000,239.0
4,6,13,293,281,840,447.0
2,2,12,89,205,1115,872.0
10,2,1,43,90,951,1562.0
8,2,4,302,246,1710,507.0
6,7,12,43,154,930,413.0
11,3,12,89,291,1604,1024.0
9,3,14,86,70,1529,323.0
11,3,12,108,301,755,1608.0
2,1,1,90,291,1902,1660.0
2,6,2,124,291,1735,224.0
3,6,8,328,235,1243,224.0
6,4,13,89,306,1825,846.0
6,7,13,291,178,1230,867.0
4,7,9,281,304,640,480.0
11,7,8,90,159,1304,1106.0
2,7,13,89,147,1325,883.0
12,6,13,41,245,1435,675.0
7,3,13,89,323,1800,1506.0
4,1,12,96,89,905,589.0
6,5,1,201,86,2041,759.0
2,4,14,86,20,614,547.0
4,5,13,224,323,2105,488.0
3,2,4,20,168,1313,270.0
5,5,13,89,189,1305,1620.0
9,5,13,223,22,1405,1042.0
3,3,14,190,53,1435,292.0
10,3,13,224,147,920,302.0
2,4,12,89,115,1115,752.0
3,3,13,204,69,1510,584.0
4,5,10,69,78,915,221.0
4,1,12,282,235,1419,1041.0
5,3,10,69,86,749,331.0
5,4,12,169,89,822,1447.0
3,5,8,22,69,1845,1032.0
5,3,7,146,165,1025,216.0
7,5,11,112,291,1655,748.0
11,3,13,223,22,1035,1042.0
12,2,11,231,89,600,495.0
12,4,13,89,161,2055,977.0
4,1,1,69,189,1222,544.0
12,1,4,162,20,1351,432.0
7,7,4,302,125,2254,546.0
4,7,0,251,97,1830,201.0
4,5,12,116,109,2037,1065.0
7,3,12,157,232,1155,781.0
2,4,4,116,20,630,581.0
2,1,11,293,54,1105,326.0
3,3,11,198,246,628,581.0
5,6,13,84,199,815,461.0
3,2,1,69,22,2045,1032.0
7,4,9,116,55,605,925.0
8,5,1,69,212,905,650.0
9,5,9,299,54,950,296.0
11,5,4,33,20,600,134.0
5,5,13,312,55,1010,738.0
3,3,0,20,40,1439,533.0
3,7,1,212,271,2119,825.0
8,3,3,226,169,1853,173.0
1,3,12,268,109,600,416.0
12,1,2,179,293,2236,414.0
12,3,13,2,89,615,349.0
7,2,5,55,89,2054,1491.0
8,7,13,299,234,1015,333.0
3,2,13,198,147,730,441.0
7,7,7,175,145,1553,163.0
1,7,14,43,70,1755,640.0
4,6,9,157,180,1330,1379.0
3,6,13,179,22,925,1090.0
3,3,0,190,136,1415,610.0
3,3,11,235,21,1355,160.0
8,1,1,246,169,1516,2153.0
6,5,1,69,27,717,644.0
7,3,4,20,43,1745,946.0
2,3,4,20,61,1405,106.0
3,5,12,251,89,818,1290.0
12,1,1,103,90,1656,551.0
5,1,11,227,235,1300,753.0
4,5,11,181,293,630,337.0
11,1,5,179,246,1934,255.0
1,6,1,69,63,2112,168.0
12,1,14,170,43,841,187.0
11,4,11,89,273,1215,260.0
8,7,13,148,149,850,277.0
4,5,13,22,2,850,619.0
10,2,12,274,293,1855,192.0
7,2,14,190,264,1615,269.0
10,2,13,89,299,1610,948.0
4,2,3,170,43,806,187.0
6,3,9,108,22,520,1504.0
12,3,1,201,245,1204,861.0
5,3,11,90,179,835,140.0
2,6,1,245,279,1336,993.0
9,6,4,190,223,1523,1020.0
5,1,0,81,223,1628,175.0
12,1,12,89,95,1115,251.0
6,7,9,22,178,1427,1090.0
5,7,11,181,293,1225,337.0
2,6,1,69,314,726,1520.0
10,6,4,69,20,705,226.0
5,1,1,235,246,1700,1440.0
5,3,9,227,55,545,399.0
12,7,1,90,55,1024,1217.0
3,5,4,179,20,1125,1747.0
9,5,1,306,90,926,1205.0
12,5,3,43,168,630,1010.0
5,3,12,264,235,1650,900.0
9,7,3,276,169,943,264.0
10,7,12,181,293,2025,337.0
6,1,12,293,145,920,2398.0
9,7,14,264,109,1555,284.0
10,6,4,97,90,840,986.0
10,4,6,265,178,1901,843.0
6,2,13,55,290,825,495.0
8,4,8,128,212,1006,294.0
3,6,12,89,189,1400,1620.0
12,1,13,148,84,2200,239.0
2,1,13,70,147,1125,1000.0
5,2,14,190,80,1248,585.0
12,4,13,251,41,700,462.0
6,3,4,97,301,939,1930.0
11,1,4,181,169,2255,2475.0
9,5,13,67,20,800,554.0
2,2,0,20,107,1030,350.0
3,2,12,235,178,2014,1514.0
10,4,1,282,69,1007,1095.0
2,4,2,243,174,712,2607.0
1,6,13,231,147,755,419.0
2,4,11,90,280,1123,551.0
9,2,11,302,326,1410,926.0
6,5,13,179,157,1315,986.0
8,2,1,22,69,1546,1032.0
7,1,13,41,147,1500,670.0
2,5,1,304,90,1141,1431.0
10,3,7,146,230,615,100.0
9,4,1,80,69,2016,335.0
4,7,0,324,20,1509,227.0
8,1,8,80,212,1814,948.0
9,2,1,245,63,1535,550.0
7,1,10,99,69,1249,437.0
11,2,12,157,109,1325,1400.0
6,4,11,291,267,940,228.0
1,4,13,41,310,1500,648.0
5,3,4,20,205,2255,332.0
12,4,4,97,22,2000,1149.0
10,2,13,326,147,625,453.0
3,4,13,55,279,1920,919.0
7,3,12,181,293,2325,337.0
6,5,9,90,117,900,1119.0
6,4,1,282,212,515,1143.0
8,2,4,20,310,1115,444.0
7,5,7,192,145,1902,102.0
10,7,14,264,109,600,284.0
10,4,4,22,97,530,1149.0
5,4,1,22,246,1527,872.0
10,4,1,20,246,1820,1587.0
9,1,11,97,21,1016,296.0
1,1,11,293,286,2252,190.0
5,5,5,246,312,1633,1262.0
11,6,12,235,230,930,4184.0
4,5,1,190,43,900,184.0
11,6,3,301,169,624,1598.0
10,4,4,20,67,1949,554.0
5,7,9,69,200,630,468.0
7,3,13,201,203,2005,990.0
3,6,4,133,97,545,120.0
12,1,4,90,302,1436,989.0
3,4,13,204,232,915,423.0
1,3,11,213,156,1540,984.0
1,2,12,108,242,1152,1023.0
10,5,14,143,86,1117,501.0
5,5,12,235,67,1055,316.0
5,7,11,235,78,1035,416.0
10,1,1,86,200,637,759.0
9,6,12,293,291,1945,679.0
11,2,4,20,200,1225,404.0
7,4,12,181,145,1300,2556.0
2,5,8,90,192,1831,304.0
5,3,1,246,69,600,1773.0
9,1,4,170,200,715,944.0
3,3,12,181,145,830,2556.0
12,1,6,244,118,2010,1111.0
11,7,11,299,180,735,308.0
9,2,4,108,20,1322,746.0
5,5,1,90,242,1937,1102.0
1,3,1,16,90,1216,312.0
10,3,4,20,169,1858,760.0
4,6,11,231,246,855,833.0
10,2,10,86,20,845,547.0
6,2,1,69,86,1512,331.0
12,1,12,157,232,2050,781.0
1,7,3,301,200,1030,1189.0
7,4,13,89,246,1725,602.0
8,5,4,302,22,2045,1086.0
12,7,3,268,43,1404,612.0
4,7,4,97,178,1250,1749.0
6,5,14,170,237,1129,150.0
7,2,9,43,109,1041,200.0
8,4,13,84,86,605,1184.0
9,7,0,20,188,1547,503.0
1,4,13,246,89,1235,602.0
6,2,1,245,178,821,2176.0
1,1,11,20,45,1115,238.0
4,1,4,243,223,1256,1426.0
8,2,3,301,200,1315,1189.0
1,3,3,181,212,1000,2342.0
2,7,3,116,63,2045,470.0
10,5,2,291,293,800,679.0
9,4,11,261,302,602,541.0
7,7,10,290,245,1545,576.0
1,4,12,235,279,915,1120.0
8,2,12,293,291,1610,679.0
10,2,13,22,299,1600,1476.0
11,4,5,201,156,830,854.0
9,4,4,223,246,1439,1276.0
7,3,13,169,41,645,483.0
12,7,11,19,180,1235,737.0
8,3,9,201,109,1649,937.0
6,6,1,69,189,1810,544.0
7,1,10,90,51,812,383.0
9,6,1,90,169,827,1391.0
7,2,13,302,89,1850,391.0
3,1,13,246,147,1115,1020.0
7,2,12,243,89,1607,991.0
10,6,6,244,161,1515,916.0
10,4,1,213,245,1722,690.0
10,2,14,235,236,1925,717.0
1,2,2,291,17,1100,1448.0
10,1,11,246,54,1438,369.0
4,4,13,282,20,1735,874.0
12,4,11,302,54,2045,574.0
8,2,11,167,89,1030,406.0
3,5,14,264,189,1715,269.0
11,5,13,20,84,915,721.0
12,1,13,246,157,1000,870.0
8,4,12,304,89,517,909.0
3,1,11,257,89,1310,852.0
2,5,7,146,165,1610,216.0
1,5,10,85,69,630,370.0
10,7,1,89,245,1214,1558.0
10,5,6,80,283,931,515.0
2,4,13,302,229,1305,588.0
3,5,5,246,89,1250,602.0
7,1,13,55,53,1440,281.0
10,4,11,56,293,1614,807.0
3,4,11,302,231,1359,866.0
8,7,8,321,212,615,402.0
5,4,13,89,312,855,770.0
8,1,0,97,67,2130,95.0
2,4,13,232,89,1050,472.0
10,5,13,116,84,1715,1108.0
2,6,0,53,169,1055,301.0
7,4,12,20,154,1435,534.0
2,1,13,116,203,700,1167.0
8,5,3,43,268,600,612.0
11,1,4,20,134,2148,640.0
8,5,13,70,89,610,1154.0
12,2,11,96,89,555,589.0
11,4,11,89,177,801,113.0
9,6,13,283,55,1825,549.0
2,1,13,70,22,1050,1073.0
5,2,2,313,291,1418,618.0
11,2,13,179,234,2005,197.0
7,1,4,181,169,1600,2475.0
6,6,1,90,104,2112,551.0
4,7,1,90,290,1004,733.0
7,1,13,55,14,1450,289.0
11,7,10,203,69,1213,413.0
11,7,1,69,109,1100,529.0
6,2,1,17,235,2200,2846.0
10,1,11,274,180,1622,391.0
10,1,13,69,84,1550,926.0
7,7,1,90,281,906,1171.0
8,4,12,181,56,1132,902.0
10,6,13,204,180,1225,1750.0
7,7,6,23,117,2130,661.0
5,7,1,245,242,1133,951.0
11,1,13,312,70,805,409.0
5,6,13,201,89,1355,1546.0
10,2,13,299,147,855,1621.0
3,4,12,293,89,1906,967.0
12,5,1,90,96,2106,624.0
7,1,13,89,235,1935,888.0
7,6,11,281,313,2021,508.0
8,5,13,135,55,1905,426.0
1,4,13,312,190,1125,1581.0
10,7,11,95,89,1810,251.0
12,6,4,170,293,1715,2586.0
10,2,13,179,229,1130,407.0
8,1,11,313,180,1021,400.0
11,3,8,309,90,1408,113.0
9,7,13,55,89,930,1491.0
10,7,13,200,180,725,1363.0
10,4,12,89,117,1000,1703.0
3,7,13,41,70,1410,337.0
6,1,9,271,178,635,2086.0
5,1,4,235,43,945,867.0
8,4,1,200,90,711,460.0
2,4,1,33,90,1321,597.0
7,5,12,323,180,1745,2158.0
11,7,12,235,245,1120,678.0
10,7,1,223,90,1046,852.0
4,2,1,312,90,1837,550.0
7,3,1,90,286,1010,1360.0
2,5,4,168,20,1551,341.0
10,5,1,90,231,1234,175.0
4,7,14,14,235,1652,723.0
1,3,2,293,145,1126,2398.0
3,7,5,90,20,1525,731.0
6,1,1,170,212,1229,1089.0
2,7,11,157,302,1630,1195.0
7,6,13,204,279,1940,1105.0
6,1,3,179,43,2229,2381.0
2,5,1,86,69,1958,331.0
6,4,4,20,332,825,152.0
12,2,13,223,89,1815,680.0
5,7,12,201,156,910,854.0
5,2,4,20,90,1839,731.0
12,6,4,20,212,1859,594.0
11,7,3,190,200,700,950.0
5,7,13,105,54,1655,732.0
2,5,1,268,180,1806,2239.0
2,7,5,169,301,928,1288.0
7,6,9,212,69,534,650.0
7,7,12,235,306,905,1726.0
4,2,11,97,221,825,311.0
3,7,10,86,290,1442,474.0
9,3,10,69,58,2141,394.0
8,1,4,245,97,1257,453.0
12,1,4,69,20,2015,226.0
4,6,1,116,245,659,992.0
9,7,1,212,90,1000,1121.0
7,1,12,108,243,630,2434.0
11,3,1,86,90,1035,1192.0
5,6,9,55,20,626,577.0
6,3,10,52,69,1158,761.0
6,6,8,189,90,1004,351.0
7,6,13,89,306,2015,846.0
10,5,12,302,293,1625,599.0
4,3,1,22,69,1800,1032.0
1,1,4,190,90,1929,1389.0
4,3,1,245,246,1721,2075.0
12,4,4,97,268,1010,501.0
10,2,11,280,90,1148,551.0
4,7,10,162,245,1108,588.0
3,7,4,20,64,2219,694.0
10,4,11,267,291,1940,228.0
11,4,13,323,41,1735,612.0
4,2,11,291,261,1925,987.0
5,4,13,312,192,1040,296.0
2,1,4,90,302,515,989.0
1,1,9,116,156,2311,966.0
11,4,11,98,171,1156,83.0
12,5,11,112,180,600,209.0
9,5,1,212,22,1935,1103.0
7,6,1,271,69,630,257.0
1,4,12,119,235,745,462.0
7,1,14,94,235,1513,397.0
5,5,9,179,302,1118,368.0
9,6,12,157,323,730,787.0
7,5,12,235,243,710,1739.0
2,4,9,224,178,2041,1500.0
9,5,11,105,302,1257,618.0
3,1,4,20,169,1440,760.0
2,1,5,281,90,909,1171.0
8,1,13,204,41,950,395.0
11,2,10,86,41,1727,562.0
1,6,8,262,235,710,849.0
5,2,12,155,22,1755,1297.0
2,4,0,20,215,1530,633.0
6,3,1,69,227,919,157.0
4,5,3,43,63,1705,818.0
9,7,5,90,178,1135,1055.0
9,2,4,170,279,735,1074.0
3,2,1,282,90,911,247.0
7,5,1,246,191,1029,2979.0
4,3,13,164,55,625,220.0
10,1,3,201,109,1200,937.0
4,5,14,43,235,1205,867.0
2,7,13,229,281,1255,446.0
8,7,12,268,154,620,224.0
12,4,11,220,246,956,598.0
3,3,4,200,20,1706,692.0
2,4,4,33,20,1525,134.0
7,5,9,116,251,1844,994.0
5,4,9,253,117,852,525.0
1,6,13,84,55,1645,1209.0
8,6,2,291,17,1959,1448.0
2,1,12,235,328,1940,224.0
11,4,2,146,291,1556,2677.0
12,6,4,116,97,1444,1127.0
3,3,12,89,282,1740,794.0
12,7,12,293,180,1110,337.0
6,5,3,170,293,2025,2586.0
8,1,12,20,109,644,746.0
12,4,3,116,178,820,2173.0
9,6,0,170,236,2000,290.0
6,1,14,162,43,1222,818.0
1,4,2,60,342,1532,213.0
10,3,12,157,97,2010,1075.0
2,7,4,108,302,1655,1969.0
11,2,4,20,251,2230,526.0
5,3,13,229,261,2040,418.0
