month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance
10,1,12,27,235,1644,783.0
12,3,14,86,205,1441,762.0
5,3,11,89,196,2049,768.0
4,5,14,108,97,900,488.0
4,1,3,170,200,830,944.0
4,1,13,55,69,2005,361.0
5,2,12,89,281,1326,853.0
6,3,13,41,304,1730,1917.0
7,2,4,223,323,1259,1306.0
12,5,1,69,224,2257,651.0
12,2,11,100,89,1520,120.0
6,5,8,90,282,1845,247.0
4,3,9,181,109,2128,2454.0
7,4,1,245,199,827,1038.0
10,2,1,181,178,800,236.0
1,1,13,204,323,1435,997.0
10,7,13,54,304,1135,358.0
6,4,4,90,302,1815,989.0
9,1,10,155,69,913,322.0
7,5,3,43,22,1000,1698.0
6,1,3,43,53,1317,395.0
8,4,11,257,291,1750,172.0
8,4,12,301,156,1455,2007.0
10,2,13,55,203,1120,611.0
4,1,1,246,235,1218,1440.0
10,6,13,200,2,1600,718.0
3,4,5,201,223,640,1310.0
12,3,9,224,180,1945,1670.0
11,6,10,90,192,1010,304.0
11,7,11,327,246,635,110.0
6,2,1,170,180,715,2475.0
8,2,13,89,180,1055,862.0
2,2,13,246,306,1345,338.0
3,6,12,108,97,2101,488.0
1,2,11,97,232,2100,651.0
10,4,4,133,97,650,120.0
8,5,5,80,200,918,757.0
11,2,4,337,20,1931,250.0
6,4,1,220,246,1917,598.0
4,6,10,69,55,1105,361.0
2,1,1,253,69,1048,488.0
6,6,13,281,312,1810,1557.0
6,3,0,62,189,1750,305.0
8,6,11,2,89,1054,349.0
4,5,11,184,89,1025,228.0
9,2,8,182,90,700,282.0
1,5,7,230,145,1329,100.0
10,7,11,291,304,1945,605.0
6,3,2,234,291,1000,956.0
10,1,5,67,200,1719,895.0
7,2,11,74,156,750,809.0
12,5,12,179,154,845,2065.0
5,7,4,41,20,1700,214.0
7,2,0,97,61,1355,505.0
3,7,14,213,43,1845,860.0
10,7,14,290,109,626,642.0
3,7,4,20,315,945,1638.0
7,6,13,246,145,945,2917.0
11,1,11,223,271,1950,970.0
4,2,13,246,229,525,646.0
10,6,13,181,199,705,1363.0
10,5,2,86,291,800,2329.0
12,2,4,80,178,700,1678.0
10,6,11,170,67,2130,425.0
2,4,13,274,180,1245,391.0
6,1,8,14,235,1248,723.0
5,3,8,212,33,1720,661.0
6,6,8,216,90,1825,293.0
12,5,8,120,90,1018,227.0
12,2,7,166,230,841,121.0
8,2,1,245,281,1554,2370.0
7,3,4,20,243,1930,2172.0
7,5,8,220,246,610,598.0
12,5,13,204,104,1005,1237.0
12,6,5,245,43,1033,280.0
5,4,4,41,97,1407,456.0
12,1,5,235,90,1541,802.0
4,3,13,182,84,1535,293.0
12,5,1,90,178,1452,1055.0
1,4,4,109,20,1310,646.0
10,1,6,56,25,1130,861.0
4,1,4,20,312,2305,484.0
11,3,13,204,236,2025,704.0
9,2,2,108,180,1655,2454.0
12,4,5,246,299,1621,621.0
7,5,9,97,189,1514,502.0
7,3,13,246,299,2050,621.0
2,4,6,249,0,1902,970.0
8,3,12,89,279,940,1607.0
6,3,4,222,223,550,1013.0
7,7,1,212,90,1343,1121.0
12,1,4,20,22,810,813.0
9,7,1,90,199,2120,460.0
1,4,13,312,268,830,667.0
9,5,13,84,282,1655,247.0
2,3,1,200,69,645,808.0
9,1,1,41,90,700,631.0
2,7,13,89,229,1530,957.0
1,5,4,20,192,1115,453.0
5,4,1,69,109,1329,529.0
4,7,13,291,246,550,1107.0
5,2,4,53,20,600,712.0
5,5,5,20,90,1150,731.0
12,6,1,201,245,1927,861.0
10,4,8,90,61,1044,695.0
4,2,14,86,41,2056,562.0
3,4,12,89,70,1745,1154.0
6,2,12,108,180,1730,2454.0
8,4,11,89,181,1750,456.0
5,6,12,157,109,1350,1400.0
6,1,10,86,85,825,391.0
6,6,5,234,178,2135,197.0
8,4,14,108,70,2026,463.0
10,4,4,170,281,832,2446.0
8,7,6,142,249,2108,861.0
10,7,9,97,200,627,957.0
11,1,12,301,156,1546,2007.0
7,1,7,179,230,1030,2695.0
1,6,13,89,261,1805,776.0
2,7,1,231,90,1839,175.0
9,2,13,306,299,1320,342.0
5,2,5,323,67,535,927.0
12,3,8,182,90,1012,282.0
12,3,1,69,312,1225,575.0
2,7,13,204,97,1315,228.0
8,3,14,162,189,1156,660.0
3,5,11,2,180,1900,677.0
2,7,13,230,246,830,2845.0
9,7,13,89,299,1535,948.0
10,7,6,96,306,700,1429.0
1,6,13,41,190,800,1785.0
2,7,6,236,117,1207,781.0
11,1,6,142,292,1836,780.0
12,4,12,89,178,2111,628.0
3,2,13,281,246,1120,304.0
2,6,13,86,41,1650,562.0
11,4,12,89,332,1005,1162.0
5,1,13,162,200,1030,829.0
1,3,4,190,212,700,1096.0
8,1,4,43,22,1837,1698.0
5,7,13,246,180,920,370.0
10,5,13,204,41,1430,395.0
10,6,11,223,271,1958,970.0
7,1,1,246,54,800,369.0
10,3,1,212,43,1842,1258.0
10,4,2,291,145,1129,2677.0
10,2,10,69,202,2023,413.0
5,5,5,323,20,640,406.0
6,5,1,158,90,1834,328.0
6,1,13,148,234,1420,1345.0
6,5,5,325,200,1943,896.0
8,3,13,264,55,610,452.0
7,1,4,56,223,1524,874.0
11,7,9,70,180,1717,1995.0
5,3,12,69,235,630,599.0
4,3,1,181,169,2331,2475.0
7,1,13,204,227,2025,738.0
5,7,1,2,90,815,569.0
10,5,4,170,2,1000,1826.0
8,1,11,21,235,1725,160.0
1,1,4,20,178,1315,1747.0
5,7,8,51,90,730,383.0
11,2,12,41,235,1005,409.0
5,5,7,175,145,1235,163.0
4,7,12,116,109,1849,1065.0
4,1,1,246,70,845,1670.0
1,7,12,293,235,1655,1846.0
3,2,13,291,89,1100,1024.0
1,2,1,261,235,1331,1651.0
12,1,4,99,20,1434,240.0
5,1,11,89,101,1910,120.0
1,6,11,257,89,1315,852.0
3,2,8,71,90,1536,693.0
4,1,4,97,178,1609,1749.0
11,5,13,41,223,1220,695.0
6,6,8,235,320,1831,607.0
1,2,12,312,156,615,667.0
2,1,2,240,246,1506,1133.0
10,7,5,53,268,1902,487.0
11,1,12,293,178,1210,414.0
12,3,13,116,55,1735,925.0
6,5,8,235,75,1629,315.0
3,4,12,293,174,910,2367.0
7,2,1,212,169,1743,1089.0
1,7,8,132,90,520,134.0
8,2,9,69,117,2259,632.0
4,1,4,90,189,1925,1389.0
1,5,12,190,235,600,733.0
2,2,1,54,90,1223,1231.0
6,3,13,84,246,2020,879.0
5,4,4,43,291,630,2496.0
4,6,9,201,301,1511,1189.0
12,6,1,90,332,1425,772.0
5,2,13,191,304,1230,387.0
6,3,3,43,281,1610,2588.0
8,7,2,86,180,930,2311.0
1,5,10,69,33,1542,350.0
11,7,11,304,180,1100,373.0
11,4,4,223,43,1320,1124.0
9,1,4,268,223,1150,980.0
8,7,13,148,203,820,937.0
1,3,12,20,156,1605,689.0
1,7,4,223,20,715,907.0
1,6,10,69,63,1430,168.0
6,5,12,301,89,1340,2733.0
3,5,2,201,291,2030,2554.0
2,5,4,20,27,1100,859.0
8,4,11,291,286,1951,847.0
4,2,13,55,22,620,1342.0
3,7,14,108,134,2020,605.0
12,7,12,43,235,930,867.0
2,7,12,157,224,2140,305.0
2,7,13,148,161,1715,861.0
10,7,3,181,27,1240,2527.0
12,2,11,257,291,1119,172.0
8,2,4,89,97,700,1123.0
5,4,13,89,234,1220,819.0
8,3,1,246,178,1359,255.0
4,3,13,201,276,950,1033.0
11,2,14,235,70,1935,296.0
9,5,12,235,282,915,1041.0
12,7,5,201,43,2132,1121.0
10,2,4,69,20,1428,226.0
3,2,2,105,291,1335,234.0
6,3,4,20,97,1959,594.0
1,4,4,20,279,1935,515.0
10,6,12,89,235,1924,888.0
3,2,1,245,69,1744,449.0
10,1,12,235,2,920,1118.0
9,1,11,97,290,1629,306.0
10,6,11,235,317,2116,436.0
11,7,13,246,281,1405,304.0
1,1,9,281,229,1520,446.0
3,6,3,201,302,1959,1931.0
6,4,8,90,326,1236,237.0
5,6,12,246,89,1320,602.0
7,4,6,193,292,1512,765.0
6,6,13,282,180,1255,1211.0
11,2,2,323,281,1710,2087.0
9,3,14,264,189,1110,269.0
3,6,11,235,61,900,501.0
9,7,13,148,197,835,441.0
9,4,5,224,200,1856,551.0
8,5,4,221,20,1720,707.0
5,7,10,86,52,959,437.0
7,3,12,2,293,1545,896.0
4,5,13,20,323,2155,406.0
6,2,10,86,23,829,384.0
6,6,8,90,100,705,685.0
11,7,8,212,253,934,530.0
5,2,11,253,156,1030,489.0
1,1,4,302,268,1000,1823.0
10,2,1,97,69,1722,500.0
4,3,11,203,235,1635,594.0
6,5,1,304,212,2235,2552.0
4,2,1,236,90,1903,1212.0
10,5,4,162,20,949,432.0
5,7,12,235,70,1835,296.0
9,4,4,151,20,700,151.0
10,1,4,27,20,600,859.0
9,4,13,70,178,1620,1771.0
9,4,4,170,117,1955,1069.0
6,1,12,157,67,1501,1091.0
1,4,0,116,268,1115,680.0
9,1,4,162,20,1007,432.0
6,7,4,20,242,1050,545.0
4,5,13,246,147,1805,1020.0
1,4,13,281,89,1645,853.0
11,3,4,86,20,759,547.0
3,3,4,20,245,1759,666.0
4,5,11,223,290,1000,604.0
9,5,12,155,109,840,212.0
7,3,4,20,134,925,640.0
4,5,4,169,20,725,270.0
1,2,12,116,109,1220,1065.0
7,7,14,162,154,545,476.0
1,2,12,108,323,1835,997.0
7,5,13,293,89,810,967.0
10,1,8,90,297,1706,190.0
12,5,8,20,235,1330,606.0
7,5,5,89,200,1051,1546.0
11,1,13,201,41,1400,616.0
7,3,11,293,286,2235,190.0
4,5,12,146,293,2330,2398.0
10,3,4,43,117,1534,1237.0
7,5,13,89,306,635,846.0
10,7,4,20,246,1120,1587.0
12,6,13,89,180,2250,862.0
3,5,4,302,180,800,590.0
3,1,13,20,282,2040,874.0
11,7,4,302,22,1715,1086.0
9,1,6,121,249,1955,912.0
6,6,13,246,231,800,833.0
8,3,10,69,57,1446,88.0
3,7,1,281,245,939,2370.0
5,7,1,282,90,845,247.0
10,1,1,69,283,2245,213.0
6,2,3,116,27,2035,1173.0
8,1,13,43,41,535,942.0
10,1,13,306,229,745,371.0
2,5,4,170,246,700,2153.0
2,1,11,105,291,500,234.0
1,1,3,22,169,600,1521.0
9,4,11,284,293,1035,262.0
2,1,8,157,90,1050,224.0
7,5,12,235,156,1401,925.0
4,6,5,90,20,2020,731.0
1,2,11,302,102,2130,200.0
11,5,11,97,262,1000,615.0
6,5,11,89,302,1725,391.0
1,4,1,27,90,600,1471.0
8,7,10,86,231,1358,1158.0
8,1,9,116,69,907,632.0
10,6,12,89,293,1602,967.0
8,7,4,20,33,915,134.0
7,5,12,167,235,1155,1162.0
4,4,4,190,279,810,1080.0
12,1,13,323,251,805,873.0
3,1,12,245,293,1826,2521.0
2,7,0,63,189,700,641.0
10,4,2,243,281,1837,933.0
5,7,1,246,90,2020,868.0
6,6,14,53,169,1947,301.0
2,5,7,166,230,745,121.0
8,5,4,20,232,1302,821.0
10,4,6,244,276,740,1143.0
5,4,5,69,189,949,544.0
12,7,12,276,109,600,246.0
10,4,12,293,291,1310,679.0
5,5,10,151,69,1908,333.0
4,4,13,179,84,1315,1067.0
11,3,2,232,291,1517,1368.0
6,2,13,89,84,840,651.0
12,5,14,43,245,1945,280.0
2,4,9,116,246,1909,1972.0
10,4,7,192,145,740,102.0
4,1,5,201,258,530,1179.0
1,1,9,43,200,1855,1121.0
1,7,4,170,178,2116,2248.0
2,7,0,63,189,700,641.0
7,5,11,193,235,1118,552.0
5,1,1,86,212,500,919.0
5,6,11,291,42,1425,399.0
5,3,4,206,97,630,610.0
8,6,13,201,213,1145,1066.0
2,3,9,201,227,2000,388.0
11,7,2,291,41,1745,1978.0
8,2,2,155,180,710,2288.0
9,7,1,246,42,1335,735.0
3,1,1,246,90,1816,868.0
11,2,11,181,274,2240,391.0
3,6,12,157,67,1817,1091.0
11,2,14,108,97,2122,488.0
6,6,1,69,43,1705,728.0
12,4,13,2,178,1020,486.0
11,2,9,299,180,2117,308.0
3,1,2,291,111,2115,1533.0
7,7,4,162,20,745,432.0
11,4,12,293,22,1040,1504.0
10,7,11,326,180,1444,1283.0
6,1,2,291,111,2240,1533.0
11,3,11,282,156,500,191.0
3,1,0,190,312,805,888.0
11,5,9,20,189,555,762.0
9,5,1,212,86,819,919.0
9,1,12,293,154,630,2419.0
7,3,0,160,20,1725,377.0
8,2,13,200,89,1915,533.0
2,3,12,116,154,1715,901.0
1,1,13,55,200,1000,787.0
4,5,12,235,301,852,2072.0
11,7,13,89,2,1805,349.0
5,2,4,20,117,1259,581.0
8,1,8,41,235,1538,409.0
9,3,1,69,43,1015,728.0
6,4,11,246,116,2036,119.0
4,2,13,200,117,1415,1242.0
12,5,13,201,282,2150,1041.0
6,1,13,246,293,2045,651.0
3,6,1,90,293,715,1464.0
6,3,10,69,136,1440,75.0
8,5,11,89,317,1547,466.0
9,3,11,45,20,749,238.0
3,3,10,247,69,716,607.0
11,5,9,201,20,1457,404.0
9,7,13,20,168,1040,270.0
12,1,13,246,229,1235,646.0
12,5,11,291,125,1115,224.0
1,5,13,224,89,1450,1062.0
8,4,1,90,243,1021,1616.0
8,6,12,89,232,1805,472.0
11,3,1,246,235,500,1440.0
5,1,1,90,200,929,985.0
9,3,3,279,169,1415,1074.0
11,2,3,320,200,720,1053.0
10,1,13,89,199,1715,533.0
3,7,13,246,178,1255,255.0
7,2,13,55,229,1615,2447.0
5,4,4,223,55,1320,936.0
2,2,1,90,189,1739,1389.0
4,3,12,89,2,1117,349.0
4,1,11,155,173,1245,120.0
2,3,13,55,310,1455,880.0
11,6,1,323,245,715,920.0
3,5,5,245,212,1759,1013.0
11,2,12,235,232,1555,416.0
5,4,11,4,20,1526,145.0
9,2,11,74,89,1715,73.0
9,7,14,235,169,1039,740.0
5,6,11,74,89,600,73.0
3,7,10,236,69,630,290.0
12,2,1,306,246,1221,338.0
9,2,7,234,145,950,2603.0
11,1,8,90,217,1025,539.0
10,3,11,235,135,1750,589.0
9,4,12,108,89,2032,1605.0
5,1,8,265,90,1226,835.0
2,6,10,69,227,2249,157.0
9,5,12,304,89,1820,909.0
7,4,1,235,301,825,2072.0
10,4,4,235,189,1210,733.0
7,4,12,281,235,1640,1723.0
1,2,12,268,156,1644,1042.0
2,5,14,86,43,741,399.0
5,1,5,204,178,2110,1521.0
4,5,1,212,41,2230,806.0
6,6,1,69,283,1810,213.0
12,7,1,86,69,1140,331.0
4,5,13,268,84,1615,1052.0
4,1,13,54,246,1210,369.0
9,5,13,235,89,700,888.0
6,4,0,23,189,1115,599.0
2,7,11,281,286,1025,263.0
7,1,4,253,20,700,271.0
3,2,9,201,109,1825,937.0
12,4,13,69,55,710,361.0
11,4,11,137,302,1140,463.0
5,1,11,286,246,1634,509.0
8,1,1,212,293,1930,2585.0
4,3,4,223,199,1251,393.0
9,7,2,17,243,131,1542.0
12,5,11,313,306,1049,433.0
6,2,12,179,156,59,1222.0
8,1,1,235,246,1415,1440.0
3,1,2,291,174,1205,2688.0
6,7,1,293,69,735,2296.0
12,6,13,148,326,755,453.0
12,2,9,116,200,830,177.0
8,5,1,90,232,1339,583.0
5,5,10,69,20,1805,226.0
1,2,13,204,323,1145,997.0
6,1,0,268,169,1959,427.0
4,5,13,55,323,745,842.0
4,7,4,20,323,715,406.0
8,5,13,179,104,1830,583.0
6,6,13,20,200,2155,404.0
4,1,13,201,224,1725,551.0
10,5,1,69,55,1550,361.0
10,3,4,290,20,1739,321.0
10,4,9,201,97,1446,957.0
6,3,13,179,190,2000,231.0
6,1,14,320,86,1732,298.0
9,7,4,20,227,2231,317.0
5,3,13,84,246,1210,879.0
9,2,4,279,20,1833,515.0
3,2,1,291,90,1049,1660.0
4,7,13,179,145,900,2762.0
11,3,4,20,135,1515,306.0
2,7,13,20,167,2000,341.0
10,1,1,90,282,708,247.0
10,4,13,55,323,1535,842.0
2,7,13,204,199,2150,405.0
8,4,13,179,84,1330,1067.0
2,2,13,43,312,1830,1047.0
4,3,1,312,180,1910,1592.0
8,5,11,97,67,1225,95.0
1,3,5,201,89,1239,1546.0
11,4,4,20,147,1655,696.0
10,2,1,69,262,2249,683.0
1,1,4,223,90,1059,852.0
11,1,13,86,147,600,1218.0
11,7,13,179,84,1455,1067.0
2,1,13,299,178,645,386.0
2,3,1,212,169,659,1089.0
12,4,13,246,281,1130,304.0
2,1,1,293,212,1200,2585.0
2,2,1,69,110,2010,736.0
7,5,13,229,302,710,588.0
12,2,1,223,212,550,1501.0
7,6,1,179,246,620,255.0
2,5,12,235,221,2000,108.0
4,1,8,90,216,835,293.0
8,7,1,86,90,511,1192.0
6,6,13,70,89,1520,1154.0
8,1,11,232,302,1800,840.0
11,2,12,235,189,1200,733.0
6,3,6,292,318,1542,965.0
4,4,1,86,189,734,214.0
7,3,13,262,55,530,327.0
2,4,14,236,235,743,717.0
5,5,1,86,69,1959,331.0
2,3,8,160,90,1712,1106.0
6,1,13,204,70,2235,283.0
7,3,8,188,235,1717,323.0
8,3,11,74,90,728,592.0
7,3,4,20,83,1236,366.0
3,7,4,302,306,2059,588.0
12,5,3,86,43,1100,399.0
12,4,11,157,231,2130,395.0
10,1,9,301,200,340,1189.0
12,7,11,105,180,700,748.0
10,5,5,20,156,1342,689.0
10,7,1,323,212,1846,204.0
8,6,4,20,69,1417,226.0
2,4,12,86,156,1931,1208.0
11,1,1,212,90,2003,1121.0
7,5,13,234,22,925,1196.0
12,7,1,304,246,1920,647.0
12,1,0,170,268,1505,427.0
1,2,0,232,189,1215,1148.0
11,7,1,90,54,1008,1231.0
3,2,13,179,299,1725,386.0
6,1,4,63,20,645,259.0
4,1,13,179,229,1235,407.0
8,7,12,235,23,1935,536.0
10,6,11,124,243,1412,279.0
6,7,11,208,246,530,854.0
8,4,8,70,235,1829,296.0
1,1,4,20,301,1410,1547.0
11,1,12,235,271,1830,642.0
3,5,2,291,174,907,2688.0
8,4,4,223,180,1836,1535.0
12,7,13,291,203,810,1733.0
9,1,4,43,281,1720,2588.0
10,1,13,200,279,910,1155.0
12,1,12,235,156,1421,925.0
11,1,13,84,189,1300,1381.0
6,7,13,41,156,735,657.0
6,2,1,90,168,1219,918.0
7,2,0,53,189,1010,292.0
4,6,13,63,84,1210,977.0
7,5,8,90,324,1229,868.0
4,5,1,310,90,1641,945.0
1,4,8,90,156,854,224.0
3,5,11,42,293,805,522.0
9,7,1,245,268,1915,337.0
2,1,12,157,323,1220,787.0
7,3,1,90,213,1425,853.0
4,1,4,20,200,815,404.0
1,1,13,229,84,520,1468.0
12,7,11,57,235,2146,666.0
10,1,1,245,63,1040,550.0
1,2,11,89,33,956,1083.0
7,6,12,304,156,533,1609.0
12,4,4,181,293,2115,337.0
4,4,11,302,106,2250,618.0
3,5,4,235,20,600,606.0
7,6,5,179,293,2016,414.0
7,5,13,22,41,1815,756.0
1,4,1,90,243,2047,1616.0
8,7,12,235,282,2020,1041.0
2,3,11,223,161,714,503.0
9,4,13,2,147,1500,759.0
3,2,10,151,86,633,613.0
11,6,2,176,291,901,680.0
5,6,4,281,97,2220,1956.0
12,2,4,201,180,1000,2218.0
1,4,4,162,223,705,503.0
10,6,13,41,323,1055,612.0
8,5,4,22,169,1246,1521.0
6,7,12,235,268,1820,646.0
10,2,4,20,53,1510,712.0
3,7,13,232,147,1225,804.0
9,6,11,89,170,1410,582.0
8,1,2,20,291,1522,2182.0
3,5,0,190,312,859,888.0
4,3,1,169,246,800,1786.0
7,3,1,235,224,1840,837.0
11,7,9,43,227,750,738.0
11,7,13,204,232,2235,423.0
9,2,13,41,80,1255,230.0
11,2,4,20,224,1140,425.0
2,3,11,97,148,1450,505.0
8,3,1,69,268,715,130.0
9,3,5,201,156,1512,854.0
8,1,9,224,180,2107,1670.0
11,3,13,89,232,850,472.0
7,4,13,86,41,1525,562.0
5,7,11,293,246,1615,651.0
7,6,7,230,180,1515,2486.0
12,5,13,116,199,1545,1242.0
1,7,12,201,156,700,854.0
7,2,1,223,246,1423,1276.0
11,5,12,293,180,1255,337.0
4,6,4,20,232,829,821.0
4,1,4,55,20,810,577.0
12,4,1,235,166,950,1162.0
4,6,1,69,168,2038,328.0
8,1,9,116,199,1540,1242.0
9,7,0,20,148,1534,780.0
6,6,11,103,89,1420,563.0
9,2,13,211,55,1330,377.0
5,5,8,90,130,826,500.0
7,7,4,108,20,600,746.0
3,4,1,53,69,1037,546.0
12,5,1,243,246,1815,1009.0
2,6,10,86,245,1640,119.0
4,1,13,204,20,2115,591.0
1,6,13,201,55,900,787.0
8,5,2,17,172,720,571.0
6,3,4,175,291,2140,2688.0
12,2,13,212,89,800,1709.0
10,1,13,22,180,2135,1242.0
11,7,4,109,20,1411,646.0
4,3,8,63,235,1157,760.0
9,1,8,151,90,655,603.0
5,5,1,337,69,1623,460.0
8,1,4,181,20,845,1947.0
7,5,11,299,302,1000,584.0
12,7,13,282,104,1625,496.0
1,1,4,97,312,843,440.0
11,2,12,181,43,820,2611.0
9,5,9,108,227,1600,550.0
4,2,14,251,169,555,340.0
5,2,2,281,200,2145,2149.0
7,2,13,204,268,1925,632.0
11,4,14,80,189,1725,585.0
11,3,8,235,268,1800,646.0
7,3,1,69,27,1625,644.0
5,6,8,235,268,1235,646.0
5,4,2,17,287,546,626.0
7,5,12,232,235,1520,416.0
9,3,14,70,189,600,479.0
8,2,4,235,43,1030,867.0
1,3,10,58,86,602,274.0
12,2,3,116,43,1800,1237.0
5,5,13,211,55,1315,377.0
5,1,13,312,279,820,979.0
6,7,4,20,245,1815,666.0
7,2,13,246,89,715,602.0
8,1,4,302,180,1106,590.0
6,1,12,157,117,1425,966.0
4,1,11,23,235,1050,536.0
1,3,11,309,90,613,113.0
5,5,12,89,70,1735,1154.0
12,3,1,207,90,957,469.0
2,6,4,291,223,915,1399.0
2,7,13,55,301,1340,1565.0
5,3,2,291,246,1135,1107.0
8,7,4,20,310,1115,444.0
11,1,11,243,302,1843,630.0
6,4,12,169,109,1607,820.0
10,4,2,293,180,839,337.0
6,4,13,84,205,1310,423.0
6,4,1,291,235,1325,1721.0
6,2,1,327,90,1134,813.0
7,2,1,69,23,2030,91.0
10,3,9,179,229,2226,407.0
3,4,10,69,0,931,481.0
6,1,4,23,20,1825,164.0
8,2,1,212,235,1450,1197.0
4,3,13,299,281,730,417.0
1,2,13,201,199,1845,1072.0
5,6,14,70,169,1627,483.0
7,4,2,181,291,700,954.0
11,4,4,17,291,1715,1448.0
2,6,4,179,20,1255,1747.0
5,7,13,323,20,1815,406.0
2,6,11,100,89,1520,120.0
11,5,0,170,97,730,509.0
9,6,0,223,81,1952,175.0
3,2,4,20,109,1137,746.0
6,2,10,69,159,919,185.0
11,3,4,20,199,1625,692.0
6,6,1,22,178,1510,1090.0
10,3,1,90,86,2057,1192.0
5,3,11,74,302,820,411.0
8,4,2,281,291,1849,1050.0
3,2,11,327,246,846,110.0
8,4,12,293,109,1625,2565.0
12,5,11,89,317,1215,466.0
9,1,9,224,156,832,305.0
10,4,4,90,20,1959,731.0
5,4,6,294,249,837,895.0
8,4,8,328,235,1922,224.0
1,6,4,20,337,945,250.0
6,1,14,70,97,650,155.0
8,3,5,234,304,817,390.0
7,5,3,86,5,1425,405.0
2,1,14,283,109,1437,708.0
7,3,9,212,301,1631,1045.0
3,6,13,181,41,700,1797.0
10,3,4,192,180,2027,2615.0
10,4,11,235,247,908,130.0
12,7,12,157,212,750,964.0
7,2,12,235,89,1436,888.0
1,1,4,90,20,1145,731.0
12,1,4,179,80,2310,1678.0
6,5,2,124,291,1335,224.0
10,3,5,181,304,1049,373.0
1,3,1,170,22,1759,1521.0
4,2,10,86,168,744,634.0
8,3,9,69,200,2140,468.0
2,6,1,245,246,1335,2075.0
9,1,12,251,156,1658,1117.0
3,5,13,306,178,1555,226.0
10,7,4,97,43,1005,632.0
4,1,5,306,89,2039,846.0
3,3,1,212,89,1704,1709.0
5,5,1,323,212,653,204.0
7,4,13,229,246,1200,646.0
9,1,13,304,246,1535,647.0
3,5,9,116,97,1535,1127.0
1,2,8,134,69,1425,83.0
11,5,11,235,247,1535,130.0
11,1,13,22,299,1700,1476.0
2,3,2,291,175,1830,680.0
3,5,6,337,39,1231,587.0
5,7,11,327,180,720,451.0
3,6,13,310,251,2040,912.0
4,7,9,271,117,1223,805.0
8,1,11,89,340,955,616.0
12,3,4,151,20,702,151.0
4,7,8,23,90,645,848.0
4,6,13,323,22,1625,928.0
3,1,13,179,104,1625,583.0
5,7,11,261,291,1625,987.0
6,2,3,43,235,1750,867.0
4,1,1,86,43,1000,399.0
3,6,1,282,180,800,1211.0
3,4,1,302,235,1343,1250.0
3,3,11,2,180,700,677.0
12,3,0,41,268,845,442.0
10,5,13,301,200,2105,1189.0
3,4,14,268,41,1540,442.0
7,5,13,181,89,1445,862.0
12,4,3,170,293,2040,2586.0
8,2,13,224,84,1440,436.0
12,5,12,179,156,600,1222.0
11,7,1,90,323,700,929.0
6,5,1,235,281,1651,1723.0
1,4,11,41,235,600,409.0
9,4,6,179,206,1529,1210.0
12,2,12,235,199,850,403.0
7,2,11,181,286,2241,156.0
6,6,11,235,72,1915,360.0
12,2,2,291,200,755,2554.0
8,7,9,235,156,2042,925.0
6,4,12,14,235,1121,723.0
8,2,4,43,63,1230,818.0
3,5,11,283,235,1135,773.0
8,7,3,43,169,1130,187.0
1,3,13,89,189,1100,1620.0
11,6,9,301,156,1448,2007.0
8,7,4,268,43,2020,612.0
5,4,13,20,203,625,591.0
6,1,3,116,168,615,319.0
3,1,2,179,291,1105,867.0
6,4,0,20,216,1953,448.0
5,6,13,158,178,1205,986.0
11,4,7,146,254,1635,2599.0
7,3,13,20,200,620,404.0
8,5,11,319,90,1433,225.0
7,4,1,90,245,1700,1303.0
9,7,4,43,63,1225,818.0
1,2,4,223,213,850,297.0
11,5,13,246,89,805,602.0
1,2,4,20,136,2241,153.0
6,3,13,148,231,1550,419.0
7,4,11,291,304,1945,605.0
9,1,1,134,90,1751,999.0
2,5,9,201,271,924,667.0
7,6,13,323,281,1555,2087.0
5,2,4,291,223,835,1399.0
2,2,1,212,302,1535,2088.0
9,4,11,144,223,1053,174.0
7,2,12,20,156,1205,689.0
11,7,13,302,246,615,507.0
8,6,13,224,246,1200,1300.0
8,1,8,206,235,1741,491.0
7,3,11,304,281,2005,480.0
10,5,4,43,86,1305,399.0
3,5,6,247,89,934,793.0
10,6,11,223,221,1426,228.0
11,3,13,148,231,2050,419.0
2,5,11,11,90,1824,285.0
11,1,9,201,236,1711,655.0
6,5,4,323,97,825,983.0
4,4,13,124,229,535,723.0
5,6,13,20,55,1430,577.0
5,2,4,302,293,1717,599.0
7,2,9,108,41,1418,748.0
7,2,13,55,53,920,281.0
1,6,4,43,268,1700,612.0
1,4,13,84,89,1015,651.0
5,3,0,190,23,933,599.0
3,7,13,299,243,1225,569.0
4,5,13,204,180,2215,1750.0
10,7,13,20,189,705,762.0
7,1,12,306,235,700,1726.0
1,5,8,148,90,1631,247.0
4,6,13,84,189,835,1381.0
3,6,3,293,43,1022,2704.0
9,7,6,80,310,915,812.0
6,4,13,20,271,1150,481.0
6,3,12,181,89,700,862.0
7,6,1,179,245,1151,2176.0
9,3,11,45,20,1324,238.0
7,7,3,116,321,830,393.0
12,3,13,179,42,920,519.0
1,4,9,201,20,1823,404.0
9,1,13,146,174,1350,163.0
8,2,3,301,43,950,1674.0
11,5,11,235,247,1245,130.0
10,7,6,332,43,800,830.0
3,5,13,148,84,1230,239.0
12,3,5,89,243,2215,991.0
7,1,11,21,223,1617,236.0
4,2,12,179,109,700,2227.0
12,4,11,243,299,1059,569.0
4,1,11,332,89,1648,1162.0
1,1,5,279,67,2040,1025.0
